subject_code_1,subject_code_2,distance
sub-c0281,sub-c0071,1.3935091547681204
sub-c0281,sub-s0012,1.392988758206937
sub-c0281,sub-c0491,1.3854179984169352
sub-c0281,sub-s0045,1.3680447621098464
sub-c0281,sub-c0013,1.4532608295760916
sub-c0281,sub-c0518,1.3910916848209478
sub-c0281,sub-s0105,1.3949668453865607
sub-c0281,sub-s0157,1.4170947492304706
sub-c0281,sub-c0022,1.39710705176736
sub-c0281,sub-c0028,1.4260848538312438
sub-c0281,sub-s0078,1.428622329153088
sub-c0281,sub-c0387,1.3959758529970336
sub-c0281,sub-s0057,1.4407873272391258
sub-c0281,sub-c0064,1.470511346920883
sub-c0281,sub-c0293,1.4273290533462413
sub-c0281,sub-c0038,1.3966522481716068
sub-c0281,sub-c0547,1.4259859614369945
sub-c0281,sub-c0041,1.4240283743727622
sub-c0281,sub-s0226,1.3952083875904329
sub-c0281,sub-s0177,1.4261628684372045
sub-c0281,sub-c0085,1.4086965236045326
sub-c0281,sub-c0091,1.4423270265020574
sub-c0281,sub-s0094,1.4148489965940863
sub-c0281,sub-c0053,1.3987456633542035
sub-c0281,sub-c0519,1.43024358694236
sub-c0281,sub-c0330,1.3772302038147681
sub-c0281,sub-s0075,1.3834131542551853
sub-c0281,sub-c0419,1.3950776816343726
sub-c0281,sub-c0488,1.4232978926308686
sub-c0281,sub-c0517,1.4392507979323432
sub-c0281,sub-c0516,1.403038471302003
sub-c0281,sub-c0050,1.4442817363252887
sub-c0281,sub-c0546,1.4045651138278479
sub-c0281,sub-s0007,1.4484195335998946
sub-c0281,sub-c0291,1.425264739369278
sub-c0281,sub-c0549,1.4276333610189904
sub-c0281,sub-c0062,1.4043166446294075
sub-c0281,sub-c0070,1.4013261867603506
sub-c0281,sub-c0280,1.3952349682759124
sub-c0281,sub-c0270,1.386320332024182
sub-c0281,sub-s0164,1.3966548185033343
sub-c0281,sub-s0152,1.4062429948932555
sub-c0281,sub-c0042,1.4073390749877204
sub-c0281,sub-c0210,1.3895332941848324
sub-c0269,sub-c0418,1.4402906076589763
sub-c0269,sub-c0292,1.4138776356802383
sub-c0269,sub-s0169,1.4025560574712574
sub-c0269,sub-c0067,1.4073886350022895
sub-c0269,sub-s0206,1.3687060411640668
sub-c0269,sub-c0285,1.4197128493208673
sub-c0269,sub-s0189,1.446607824835088
sub-c0269,sub-s0084,1.4002772522946638
sub-c0269,sub-c0246,1.4575805789525527
sub-c0269,sub-c0552,1.40516051877273
sub-c0269,sub-s0060,1.42136998421818
sub-c0269,sub-s0043,1.4545422104478545
sub-c0269,sub-c0287,1.4254655114169277
sub-c0269,sub-s0076,1.4074590331205366
sub-c0269,sub-c0082,1.4005249987710127
sub-c0269,sub-c0030,1.393707273072649
sub-c0269,sub-s0250,1.4034113249500009
sub-c0269,sub-s0008,1.3811931521785827
sub-c0269,sub-s0032,1.4358417778845796
sub-c0269,sub-c0289,1.3527253299501234
sub-c0269,sub-c0366,1.4120901457081745
sub-c0269,sub-s0261,1.4071152753496463
sub-c0269,sub-s0143,1.413271499572364
sub-c0269,sub-c0272,1.3903586398677599
sub-c0269,sub-s0109,1.4166972364230532
sub-c0269,sub-s0181,1.4370698330035676
sub-c0269,sub-c0256,1.3983371013361738
sub-c0269,sub-c0034,1.4071746429782468
sub-c0269,sub-c0017,1.4080269077175098
sub-c0269,sub-s0019,1.3823846342204238
sub-c0269,sub-c0273,1.4341832892702346
sub-c0269,sub-s0103,1.4081979931502064
sub-c0269,sub-s0140,1.415086517263711
sub-c0269,sub-c0020,1.401077475985169
sub-c0269,sub-c0290,1.382940682257038
sub-c0269,sub-c0025,1.4117579393139374
sub-c0269,sub-c0253,1.4222491321979862
sub-c0269,sub-c0010,1.4579851199852294
sub-c0269,sub-s0127,1.3980749322543466
sub-c0269,sub-s0004,1.4171881901965135
sub-c0269,sub-s0194,1.383075015929584
sub-c0269,sub-c0090,1.4159607972963286
sub-c0269,sub-c0044,1.3741082155436732
sub-c0269,sub-c0024,1.3942064401664516
sub-c0269,sub-c0009,1.4261468334147194
sub-c0269,sub-c0048,1.4470423846901068
sub-c0269,sub-c0037,1.4550621853035939
sub-c0269,sub-c0311,1.4397900766217264
sub-c0269,sub-c0170,1.431062398033562
sub-c0269,sub-s0151,1.4149230697610433
sub-c0269,sub-s0027,1.4442093660479922
sub-c0269,sub-s0005,1.3944472454735322
sub-c0269,sub-s0014,1.3583236791767581
sub-c0269,sub-s0080,1.3811117523351895
sub-c0269,sub-c0047,1.4144548857236368
sub-c0269,sub-c0490,1.407823843713345
sub-c0269,sub-c0059,1.3760133859181227
sub-c0269,sub-s0128,1.4187660100566901
sub-c0269,sub-c0487,1.4312832675385916
sub-c0269,sub-c0411,1.3541911301942053
sub-c0269,sub-c0254,1.4413116791870744
sub-c0269,sub-s0074,1.412567939636154
sub-c0269,sub-s0116,1.4254962036627734
sub-c0269,sub-s0219,1.366101317196021
sub-c0269,sub-c0071,1.414595501104852
sub-c0269,sub-s0012,1.412896755539632
sub-c0269,sub-c0491,1.4536633707140083
sub-c0269,sub-s0045,1.4217436111260708
sub-c0269,sub-c0013,1.3956546825176
sub-c0269,sub-c0518,1.3995442005922696
sub-c0269,sub-s0105,1.3808579588851613
sub-c0269,sub-s0157,1.3710451340652927
sub-c0269,sub-c0022,1.4251479128853264
sub-c0269,sub-c0028,1.4603450723030207
sub-c0269,sub-s0078,1.3957418996012954
sub-c0269,sub-c0387,1.462408121564145
sub-c0269,sub-s0057,1.3661396581881455
sub-c0269,sub-c0064,1.4104352696497833
sub-c0269,sub-c0293,1.4175927398552628
sub-c0269,sub-c0038,1.468124881731925
sub-c0269,sub-c0547,1.3736954312230543
sub-c0269,sub-c0041,1.450754873672086
sub-c0269,sub-s0226,1.364639982067178
sub-c0269,sub-s0177,1.4035473625688721
sub-c0269,sub-c0085,1.4531611441506596
sub-c0269,sub-c0091,1.3911280110595905
sub-c0269,sub-s0094,1.4152970884887157
sub-c0269,sub-c0053,1.4620772794744632
sub-c0269,sub-c0519,1.3697952464714356
sub-c0269,sub-c0330,1.4338833688288912
sub-c0269,sub-s0075,1.4064450570012688
sub-c0269,sub-c0419,1.4305555553715827
sub-c0269,sub-c0488,1.3899099634101497
sub-c0269,sub-c0517,1.366119488064226
sub-c0269,sub-c0516,1.4248855363965394
sub-c0269,sub-c0050,1.3668135327815856
sub-c0269,sub-c0546,1.4226824705136754
sub-c0269,sub-s0007,1.3543669053293699
sub-c0269,sub-c0291,1.4653320255990796
sub-c0269,sub-c0549,1.426947261806657
sub-c0269,sub-c0062,1.4107598937692385
sub-c0269,sub-c0070,1.4294371861392967
sub-c0269,sub-c0280,1.4282963424194215
sub-c0269,sub-c0270,1.3893362767927582
sub-c0269,sub-s0164,1.404231531973771
sub-c0269,sub-s0152,1.3956030942527486
sub-c0269,sub-c0042,1.4022716788337226
sub-c0269,sub-c0210,1.4654396061381565
sub-c0418,sub-c0292,1.387998226106498
sub-c0418,sub-s0169,1.3926626847197798
sub-c0418,sub-c0067,1.3789109492530385
sub-c0418,sub-s0206,1.450926131511047
sub-c0418,sub-c0285,1.4126152335775588
sub-c0418,sub-s0189,1.3664781593976139
sub-c0418,sub-s0084,1.4536755999757898
sub-c0418,sub-c0246,1.3846160811112653
sub-c0418,sub-c0552,1.4467533423277315
sub-c0418,sub-s0060,1.3684494458880077
sub-c0418,sub-s0043,1.3474124186284748
sub-c0418,sub-c0287,1.4089680918787806
sub-c0418,sub-s0076,1.4718963369154745
sub-c0418,sub-c0082,1.4691459351085114
sub-c0418,sub-c0030,1.463012705964384
sub-c0418,sub-s0250,1.3816258897438014
sub-c0418,sub-s0008,1.462598528591783
sub-c0418,sub-s0032,1.444607816273715
sub-c0418,sub-c0289,1.432840868298805
sub-c0418,sub-c0366,1.4549589380414698
sub-c0418,sub-s0261,1.4634032996783777
sub-c0418,sub-s0143,1.388964641050625
sub-c0418,sub-c0272,1.4199235793067997
sub-c0418,sub-s0109,1.4937394038418308
sub-c0418,sub-s0181,1.4147949476239394
sub-c0418,sub-c0256,1.4097897189329132
sub-c0418,sub-c0034,1.4406241561372528
sub-c0418,sub-c0017,1.4534075824017103
sub-c0418,sub-s0019,1.3721174253355717
sub-c0418,sub-c0273,1.3661568606937777
sub-c0418,sub-s0103,1.4722483088311662
sub-c0418,sub-s0140,1.3969908275455516
sub-c0418,sub-c0020,1.3595909719855317
sub-c0418,sub-c0290,1.3760034363372926
sub-c0418,sub-c0025,1.394069405291023
sub-c0418,sub-c0253,1.4285116117776597
sub-c0418,sub-c0010,1.3631437335312198
sub-c0418,sub-s0127,1.4043778797174409
sub-c0418,sub-s0004,1.4579409905473772
sub-c0418,sub-s0194,1.3782367276063054
sub-c0418,sub-c0090,1.43941272979717
sub-c0418,sub-c0044,1.3916964906286624
sub-c0418,sub-c0024,1.324851986877086
sub-c0418,sub-c0009,1.4754894205598919
sub-c0418,sub-c0048,1.4340442432584428
sub-c0418,sub-c0037,1.3814270183722834
sub-c0418,sub-c0311,1.4089704710510416
sub-c0418,sub-c0170,1.4065196278099532
sub-c0418,sub-s0151,1.436913505304251
sub-c0418,sub-s0027,1.362371329954993
sub-c0418,sub-s0005,1.4993776118017363
sub-c0418,sub-s0014,1.4756233969074832
sub-c0418,sub-s0080,1.3938169397982343
sub-c0418,sub-c0047,1.3460426056092776
sub-c0418,sub-c0490,1.3574075514739983
sub-c0418,sub-c0059,1.3936368090695996
sub-c0418,sub-s0128,1.373205806864849
sub-c0418,sub-c0487,1.388815459573233
sub-c0418,sub-c0411,1.4356047059215933
sub-c0418,sub-c0254,1.4488422293692118
sub-c0418,sub-s0074,1.4579703995444604
sub-c0418,sub-s0116,1.44070770171853
sub-c0418,sub-s0219,1.3836644932456725
sub-c0418,sub-c0071,1.3896031380685472
sub-c0418,sub-s0012,1.334507082744924
sub-c0418,sub-c0491,1.3896809271255133
sub-c0418,sub-s0045,1.3145609003543455
sub-c0418,sub-c0013,1.4886773752405607
sub-c0418,sub-c0518,1.3892138663848315
sub-c0418,sub-s0105,1.36952662363945
sub-c0418,sub-s0157,1.4423149050764792
sub-c0418,sub-c0022,1.3444069718390819
sub-c0418,sub-c0028,1.4383659033670098
sub-c0418,sub-s0078,1.470333288200246
sub-c0418,sub-c0387,1.3882158888089673
sub-c0418,sub-s0057,1.4642268423629774
sub-c0418,sub-c0064,1.4612957063752072
sub-c0418,sub-c0293,1.4211084356991035
sub-c0418,sub-c0038,1.357474007707691
sub-c0418,sub-c0547,1.451233019564485
sub-c0418,sub-c0041,1.4213941351788115
sub-c0418,sub-s0226,1.36128322701379
sub-c0418,sub-s0177,1.4377203968003485
sub-c0418,sub-c0085,1.3742879953452944
sub-c0418,sub-c0091,1.4767068826343297
sub-c0418,sub-s0094,1.4444756871988773
sub-c0418,sub-c0053,1.3434636661325605
sub-c0418,sub-c0519,1.4387845807457793
sub-c0418,sub-c0330,1.3586021306202734
sub-c0418,sub-s0075,1.3469489071331415
sub-c0418,sub-c0419,1.3877550824692888
sub-c0418,sub-c0488,1.4338843465361197
sub-c0418,sub-c0517,1.4555746651279455
sub-c0418,sub-c0516,1.3893243625814629
sub-c0418,sub-c0050,1.5020297540585952
sub-c0418,sub-c0546,1.3891881008814233
sub-c0418,sub-s0007,1.4761290512803473
sub-c0418,sub-c0291,1.4297272551005613
sub-c0418,sub-c0549,1.4596827737825726
sub-c0418,sub-c0062,1.3569293872892427
sub-c0418,sub-c0070,1.380466233035594
sub-c0418,sub-c0280,1.3523628819398006
sub-c0418,sub-c0270,1.3534182802280765
sub-c0418,sub-s0164,1.364664713920872
sub-c0418,sub-s0152,1.3677155820886515
sub-c0418,sub-c0042,1.350318024884492
sub-c0418,sub-c0210,1.3830359384351636
sub-c0292,sub-s0169,1.3977222357342836
sub-c0292,sub-c0067,1.3850094217467568
sub-c0292,sub-s0206,1.427358770950978
sub-c0292,sub-c0285,1.4335043311589826
sub-c0292,sub-s0189,1.3982029307350916
sub-c0292,sub-s0084,1.4307145539917017
sub-c0292,sub-c0246,1.3725836633542727
sub-c0292,sub-c0552,1.420211691433356
sub-c0292,sub-s0060,1.3855696482810291
sub-c0292,sub-s0043,1.3684977949562234
sub-c0292,sub-c0287,1.390072678497486
sub-c0292,sub-s0076,1.459010341309825
sub-c0292,sub-c0082,1.4264137621625415
sub-c0292,sub-c0030,1.4396316001542637
sub-c0292,sub-s0250,1.377593664839558
sub-c0292,sub-s0008,1.4253996612763074
sub-c0292,sub-s0032,1.4281472239269404
sub-c0292,sub-c0289,1.4205091272416246
sub-c0292,sub-c0366,1.469076024324841
sub-c0292,sub-s0261,1.4329199165448512
sub-c0292,sub-s0143,1.3947658483353653
sub-c0292,sub-c0272,1.415141765325789
sub-c0292,sub-s0109,1.4532506271120067
sub-c0292,sub-s0181,1.4451587587893167
sub-c0292,sub-c0256,1.410326693869622
sub-c0292,sub-c0034,1.4486549359088288
sub-c0292,sub-c0017,1.4552843875335346
sub-c0292,sub-s0019,1.3577655070934518
sub-c0292,sub-c0273,1.3910498542955538
sub-c0292,sub-s0103,1.4337766183880924
sub-c0292,sub-s0140,1.3795724039523636
sub-c0292,sub-c0020,1.383399159662432
sub-c0292,sub-c0290,1.4057332906255293
sub-c0292,sub-c0025,1.4035959264702194
sub-c0292,sub-c0253,1.4589304102087952
sub-c0292,sub-c0010,1.3948817726079055
sub-c0292,sub-s0127,1.4140107616801079
sub-c0292,sub-s0004,1.4639828076749826
sub-c0292,sub-s0194,1.3633856640905615
sub-c0292,sub-c0090,1.4302815581143644
sub-c0292,sub-c0044,1.391261715203142
sub-c0292,sub-c0024,1.38544482042561
sub-c0292,sub-c0009,1.4723892576374171
sub-c0292,sub-c0048,1.44382664925126
sub-c0292,sub-c0037,1.3954792558573863
sub-c0292,sub-c0311,1.3913532352557292
sub-c0292,sub-c0170,1.4303951180617132
sub-c0292,sub-s0151,1.4574521548304584
sub-c0292,sub-s0027,1.4094071570814954
sub-c0292,sub-s0005,1.457462099382378
sub-c0292,sub-s0014,1.4639361385336136
sub-c0292,sub-s0080,1.3962379012498745
sub-c0292,sub-c0047,1.3843980140583492
sub-c0292,sub-c0490,1.3731936682981511
sub-c0292,sub-c0059,1.3790975960000063
sub-c0292,sub-s0128,1.377084212509075
sub-c0292,sub-c0487,1.395121344215565
sub-c0292,sub-c0411,1.4170417610297301
sub-c0292,sub-c0254,1.4506442203176417
sub-c0292,sub-s0074,1.4445691049127376
sub-c0292,sub-s0116,1.4310719758398402
sub-c0292,sub-s0219,1.389737669940049
sub-c0292,sub-c0071,1.3892084327983387
sub-c0292,sub-s0012,1.3554013851712798
sub-c0292,sub-c0491,1.3928075951430727
sub-c0292,sub-s0045,1.360114285195283
sub-c0292,sub-c0013,1.455827758636433
sub-c0292,sub-c0518,1.388677649419297
sub-c0292,sub-s0105,1.3877449485013775
sub-c0292,sub-s0157,1.4264208404050396
sub-c0292,sub-c0022,1.3640572795635146
sub-c0292,sub-c0028,1.4334141199380703
sub-c0292,sub-s0078,1.427166981854423
sub-c0292,sub-c0387,1.4134776430803857
sub-c0292,sub-s0057,1.4355240231288877
sub-c0292,sub-c0064,1.4566781327338096
sub-c0292,sub-c0293,1.4077456436970215
sub-c0292,sub-c0038,1.3972990996757622
sub-c0292,sub-c0547,1.4317875094792276
sub-c0292,sub-c0041,1.4050640875749254
sub-c0292,sub-s0226,1.3838014122036582
sub-c0292,sub-s0177,1.4202543014178641
sub-c0292,sub-c0085,1.4101607995507803
sub-c0292,sub-c0091,1.4396295696933572
sub-c0292,sub-s0094,1.446844376790034
sub-c0292,sub-c0053,1.39271886454429
sub-c0292,sub-c0519,1.4280141956082273
sub-c0292,sub-c0330,1.3451476867430918
sub-c0292,sub-s0075,1.367306470800836
sub-c0292,sub-c0419,1.3600031016058804
sub-c0292,sub-c0488,1.411027358517965
sub-c0292,sub-c0517,1.426928222133879
sub-c0292,sub-c0516,1.3905812741492092
sub-c0292,sub-c0050,1.4581767391399465
sub-c0292,sub-c0546,1.3982903634050021
sub-c0292,sub-s0007,1.4567658098093894
sub-c0292,sub-c0291,1.4340592931429745
sub-c0292,sub-c0549,1.4198024804271734
sub-c0292,sub-c0062,1.3991855234083355
sub-c0292,sub-c0070,1.4139304976875262
sub-c0292,sub-c0280,1.373972912937009
sub-c0292,sub-c0270,1.3785480346663275
sub-c0292,sub-s0164,1.3894911932564846
sub-c0292,sub-s0152,1.3929506736779047
sub-c0292,sub-c0042,1.3694214905094226
sub-c0292,sub-c0210,1.3872782534375687
sub-s0169,sub-c0067,1.3840626845217152
sub-s0169,sub-s0206,1.4089739977827762
sub-s0169,sub-c0285,1.423273087580257
sub-s0169,sub-s0189,1.4109066538743127
sub-s0169,sub-s0084,1.4455086530256478
sub-s0169,sub-c0246,1.3954505827398362
sub-s0169,sub-c0552,1.401518409409393
sub-s0169,sub-s0060,1.3508853341350382
sub-s0169,sub-s0043,1.3459323174875928
sub-s0169,sub-c0287,1.374920631525947
sub-s0169,sub-s0076,1.458211525435239
sub-s0169,sub-c0082,1.42361086664521
sub-s0169,sub-c0030,1.4739959037812411
sub-s0169,sub-s0250,1.3342652792066008
sub-s0169,sub-s0008,1.3976398632546725
sub-s0169,sub-s0032,1.446252997025685
sub-s0169,sub-c0289,1.4038743820491764
sub-s0169,sub-c0366,1.4860924008851304
sub-s0169,sub-s0261,1.4353131074094077
sub-s0169,sub-s0143,1.3579329350232612
sub-s0169,sub-c0272,1.3841142602249144
sub-s0169,sub-s0109,1.425141751865803
sub-s0169,sub-s0181,1.4468641079091897
sub-s0169,sub-c0256,1.3976082847327915
sub-s0169,sub-c0034,1.452258005235182
sub-s0169,sub-c0017,1.4286861590281987
sub-s0169,sub-s0019,1.3494628341511992
sub-s0169,sub-c0273,1.37855085421931
sub-s0169,sub-s0103,1.4659311337358742
sub-s0169,sub-s0140,1.3756474301965655
sub-s0169,sub-c0020,1.3114836934597593
sub-s0169,sub-c0290,1.3537229345909731
sub-s0169,sub-c0025,1.4363374512599811
sub-s0169,sub-c0253,1.4241654593006157
sub-s0169,sub-c0010,1.3737394711796649
sub-s0169,sub-s0127,1.3959203411459995
sub-s0169,sub-s0004,1.4721757826361836
sub-s0169,sub-s0194,1.35973271646814
sub-s0169,sub-c0090,1.388363432144051
sub-s0169,sub-c0044,1.354526899620299
sub-s0169,sub-c0024,1.3428862982222736
sub-s0169,sub-c0009,1.496055975144503
sub-s0169,sub-c0048,1.4694937993332389
sub-s0169,sub-c0037,1.3822526134446704
sub-s0169,sub-c0311,1.4256237440146453
sub-s0169,sub-c0170,1.3813367719123235
sub-s0169,sub-s0151,1.4473738552639697
sub-s0169,sub-s0027,1.384823418150012
sub-s0169,sub-s0005,1.4771653721835494
sub-s0169,sub-s0014,1.4456435684564677
sub-s0169,sub-s0080,1.370363656392035
sub-s0169,sub-c0047,1.3827634698989135
sub-s0169,sub-c0490,1.3346114442749526
sub-s0169,sub-c0059,1.3527738494588883
sub-s0169,sub-s0128,1.3727133189110141
sub-s0169,sub-c0487,1.3891939978513355
sub-s0169,sub-c0411,1.374772233247877
sub-s0169,sub-c0254,1.4956883160862313
sub-s0169,sub-s0074,1.4425746461526743
sub-s0169,sub-s0116,1.4338533586163398
sub-s0169,sub-s0219,1.3434744772394136
sub-s0169,sub-c0071,1.3598083312815703
sub-s0169,sub-s0012,1.321028048104762
sub-s0169,sub-c0491,1.4057457347187299
sub-s0169,sub-s0045,1.3546963508449028
sub-s0169,sub-c0013,1.4971103415438216
sub-s0169,sub-c0518,1.3792383782596498
sub-s0169,sub-s0105,1.3846600954100836
sub-s0169,sub-s0157,1.4281430032115963
sub-s0169,sub-c0022,1.3380501834617884
sub-s0169,sub-c0028,1.4651448620301406
sub-s0169,sub-s0078,1.4317921564931548
sub-s0169,sub-c0387,1.423707805168675
sub-s0169,sub-s0057,1.4307594867895468
sub-s0169,sub-c0064,1.457363927856233
sub-s0169,sub-c0293,1.45407892282004
sub-s0169,sub-c0038,1.387729569797681
sub-s0169,sub-c0547,1.3988501642502913
sub-s0169,sub-c0041,1.3895623295180581
sub-s0169,sub-s0226,1.3575310777985248
sub-s0169,sub-s0177,1.4185190494500635
sub-s0169,sub-c0085,1.4052894268636142
sub-s0169,sub-c0091,1.4817822827394063
sub-s0169,sub-s0094,1.4642939655192249
sub-s0169,sub-c0053,1.3705749316898348
sub-s0169,sub-c0519,1.4259443760841917
sub-s0169,sub-c0330,1.367845122815101
sub-s0169,sub-s0075,1.3414056954043894
sub-s0169,sub-c0419,1.380138420731031
sub-s0169,sub-c0488,1.4072094817256473
sub-s0169,sub-c0517,1.361110302066725
sub-s0169,sub-c0516,1.402425590622348
sub-s0169,sub-c0050,1.4406991703821483
sub-s0169,sub-c0546,1.4170025464699123
sub-s0169,sub-s0007,1.4564418441976452
sub-s0169,sub-c0291,1.4491789451668176
sub-s0169,sub-c0549,1.4204297687090932
sub-s0169,sub-c0062,1.3759425699020518
sub-s0169,sub-c0070,1.3771698716288405
sub-s0169,sub-c0280,1.332326875668735
sub-s0169,sub-c0270,1.4017326341063097
sub-s0169,sub-s0164,1.3816717994646905
sub-s0169,sub-s0152,1.3611500169626174
sub-s0169,sub-c0042,1.3381205460577004
sub-s0169,sub-c0210,1.4168987614968023
sub-c0067,sub-s0206,1.429313975831092
sub-c0067,sub-c0285,1.4396727545460342
sub-c0067,sub-s0189,1.385301542235568
sub-c0067,sub-s0084,1.448547349626003
sub-c0067,sub-c0246,1.4026969780772658
sub-c0067,sub-c0552,1.459051351272025
sub-c0067,sub-s0060,1.3881537830540651
sub-c0067,sub-s0043,1.3311469622166567
sub-c0067,sub-c0287,1.425178576945206
sub-c0067,sub-s0076,1.4706405791747803
sub-c0067,sub-c0082,1.4432882449462388
sub-c0067,sub-c0030,1.4669144161302174
sub-c0067,sub-s0250,1.3863718843669743
sub-c0067,sub-s0008,1.4421465740077473
sub-c0067,sub-s0032,1.4429079097562751
sub-c0067,sub-c0289,1.4079634206676683
sub-c0067,sub-c0366,1.4791301398533359
sub-c0067,sub-s0261,1.451928705631276
sub-c0067,sub-s0143,1.3972587570053474
sub-c0067,sub-c0272,1.4257469522986472
sub-c0067,sub-s0109,1.4723244145109229
sub-c0067,sub-s0181,1.4474039599742594
sub-c0067,sub-c0256,1.3783830805345882
sub-c0067,sub-c0034,1.4558584609553418
sub-c0067,sub-c0017,1.4479262233362653
sub-c0067,sub-s0019,1.3561844357188066
sub-c0067,sub-c0273,1.3829911143686242
sub-c0067,sub-s0103,1.4562061433688624
sub-c0067,sub-s0140,1.3976847236031065
sub-c0067,sub-c0020,1.3435492953157215
sub-c0067,sub-c0290,1.3910449919105838
sub-c0067,sub-c0025,1.4129016567360984
sub-c0067,sub-c0253,1.4214589670110338
sub-c0067,sub-c0010,1.3516649464514592
sub-c0067,sub-s0127,1.4183117813072479
sub-c0067,sub-s0004,1.4751714249347538
sub-c0067,sub-s0194,1.3716673980717442
sub-c0067,sub-c0090,1.4185649203102144
sub-c0067,sub-c0044,1.3741399651408135
sub-c0067,sub-c0024,1.3679537812341502
sub-c0067,sub-c0009,1.4888479912862969
sub-c0067,sub-c0048,1.4547626667308002
sub-c0067,sub-c0037,1.3907847023606243
sub-c0067,sub-c0311,1.4046740902250663
sub-c0067,sub-c0170,1.3999775153412597
sub-c0067,sub-s0151,1.4412525041235023
sub-c0067,sub-s0027,1.3675371846185154
sub-c0067,sub-s0005,1.4937526878220355
sub-c0067,sub-s0014,1.477873763134298
sub-c0067,sub-s0080,1.3932702398614345
sub-c0067,sub-c0047,1.321014857842675
sub-c0067,sub-c0490,1.3458602603216403
sub-c0067,sub-c0059,1.3766767234819024
sub-c0067,sub-s0128,1.387621911307989
sub-c0067,sub-c0487,1.409880484090083
sub-c0067,sub-c0411,1.4274817369534152
sub-c0067,sub-c0254,1.4634654885852354
sub-c0067,sub-s0074,1.4746873881645484
sub-c0067,sub-s0116,1.4310588026784656
sub-c0067,sub-s0219,1.3775298561006009
sub-c0067,sub-c0071,1.3729219174967036
sub-c0067,sub-s0012,1.3514912394230096
sub-c0067,sub-c0491,1.3913000377011813
sub-c0067,sub-s0045,1.3381540250964337
sub-c0067,sub-c0013,1.4945166795353428
sub-c0067,sub-c0518,1.3995947424385533
sub-c0067,sub-s0105,1.361696223246359
sub-c0067,sub-s0157,1.4506099241234036
sub-c0067,sub-c0022,1.3355640456464557
sub-c0067,sub-c0028,1.4455385579535065
sub-c0067,sub-s0078,1.4836916565093758
sub-c0067,sub-c0387,1.3820809495872501
sub-c0067,sub-s0057,1.4432445938365057
sub-c0067,sub-c0064,1.4537237262211413
sub-c0067,sub-c0293,1.4305578000997283
sub-c0067,sub-c0038,1.380103866862481
sub-c0067,sub-c0547,1.4338672208933878
sub-c0067,sub-c0041,1.418019362099632
sub-c0067,sub-s0226,1.3741187758788598
sub-c0067,sub-s0177,1.426186925536191
sub-c0067,sub-c0085,1.3922236774570802
sub-c0067,sub-c0091,1.461448114591766
sub-c0067,sub-s0094,1.473940142518478
sub-c0067,sub-c0053,1.3306428667845929
sub-c0067,sub-c0519,1.4378245640565912
sub-c0067,sub-c0330,1.3835420068855677
sub-c0067,sub-s0075,1.3328577223856417
sub-c0067,sub-c0419,1.39028389428539
sub-c0067,sub-c0488,1.446972566410749
sub-c0067,sub-c0517,1.4276753741148598
sub-c0067,sub-c0516,1.4013714590091677
sub-c0067,sub-c0050,1.4852107481742098
sub-c0067,sub-c0546,1.3755682745430808
sub-c0067,sub-s0007,1.4608768861096972
sub-c0067,sub-c0291,1.4468093258397943
sub-c0067,sub-c0549,1.4589696065912698
sub-c0067,sub-c0062,1.3457687383148056
sub-c0067,sub-c0070,1.3896226131618266
sub-c0067,sub-c0280,1.353186829416422
sub-c0067,sub-c0270,1.3645666361722237
sub-c0067,sub-s0164,1.371501709912167
sub-c0067,sub-s0152,1.3599974075766335
sub-c0067,sub-c0042,1.3591595111128394
sub-c0067,sub-c0210,1.3869301663542755
sub-s0206,sub-c0285,1.3775176611271727
sub-s0206,sub-s0189,1.5079072105576017
sub-s0206,sub-s0084,1.3614698889532657
sub-s0206,sub-c0246,1.473321673218309
sub-s0206,sub-c0552,1.4013908327514697
sub-s0206,sub-s0060,1.4351050808213421
sub-s0206,sub-s0043,1.5087651242915618
sub-s0206,sub-c0287,1.4143274603860587
sub-s0206,sub-s0076,1.3614772529781853
sub-s0206,sub-c0082,1.3572982945565462
sub-s0206,sub-c0030,1.3635542561364162
sub-s0206,sub-s0250,1.4273618734830467
sub-s0206,sub-s0008,1.305611795809517
sub-s0206,sub-s0032,1.4163214491042488
sub-s0206,sub-c0289,1.3657217410279507
sub-s0206,sub-c0366,1.3669670161189345
sub-s0206,sub-s0261,1.37756515243705
sub-s0206,sub-s0143,1.4310357944936347
sub-s0206,sub-c0272,1.388499722067271
sub-s0206,sub-s0109,1.3868679783329596
sub-s0206,sub-s0181,1.4108914250225248
sub-s0206,sub-c0256,1.4323340505978785
sub-s0206,sub-c0034,1.3665492887185553
sub-s0206,sub-c0017,1.3759586077280088
sub-s0206,sub-s0019,1.4092674087360462
sub-s0206,sub-c0273,1.4614219925397967
sub-s0206,sub-s0103,1.3790911556817222
sub-s0206,sub-s0140,1.4551686673366093
sub-s0206,sub-c0020,1.4438777251852009
sub-s0206,sub-c0290,1.3861050209834214
sub-s0206,sub-c0025,1.4136397138642998
sub-s0206,sub-c0253,1.399750719399218
sub-s0206,sub-c0010,1.4767974755594944
sub-s0206,sub-s0127,1.3832489272742545
sub-s0206,sub-s0004,1.3673847791228744
sub-s0206,sub-s0194,1.4044592527861688
sub-s0206,sub-c0090,1.41279720454433
sub-s0206,sub-c0044,1.389529563391384
sub-s0206,sub-c0024,1.4262373197844513
